tittle;rooms;price;meters;bathrooms;garage;terrace;zipcode;year;hotels
Ático en Arenal - Museo, Sevilla;4 hab.;750;165 m²;2;0;1;41001;0;48
Ático en Arenal - Museo, Sevilla;1 hab.;298;80 m²;1;0;1;41001;0;48
Ático en Asunción - Adolfo Suárez, Sevilla;2 hab.;550;175 m²;2;0;0;41011;2013;2
Ático en avenida de Kansas City, Luis Montoto - Santa Justa, Sevilla;4 hab.;300;150 m²;2;0;1;41018;0;5
Ático en calle Alfalfa, Santa Cruz - Alfalfa, Sevilla;n;114;24 m²;1;0;1;41004;1980;53
Ático en calle Alfarería, Calle Betis - Pagés del Corro, Sevilla;2 hab.;327;112 m²;2;1;1;41010;1994;5
Ático en calle Álvarez Quintero, Sevilla, Santa Cruz - Alfalfa, Sevilla;3 hab.;1225;215 m²;3;0;1;41004;0;53
Ático en calle Amador de los Ríos, 26, Puerta Carmona-Puerta Osario-Amador de los Ríos, Sevilla;4 hab.;573;176 m²;2;1;1;41003;2005;44
Ático en calle Doctor Jerónimo Pou, Ronda de Triana-Patrocinio-Turruñuelo, Sevilla;4 hab.;193;98 m²;1;0;1;41010;1971;5
Ático en calle Don Fadrique, Parlamento - Torneo, Sevilla;3 hab.;300;102 m²;2;0;1;41009;1998;2
Ático en calle Federico Sánchez Bedoya, Arenal - Museo, Sevilla;4 hab.;990;200 m²;3;0;1;41001;1950;48
Ático en calle Federico Sánchez Bedoya, Sevilla, Arenal - Museo, Sevilla;4 hab.;990;200 m²;3;0;1;41001;0;48
Ático en calle Felipe II, 21, El Porvenir, Sevilla;2 hab.;299;84 m²;1;0;1;41013;1963;3
Ático en calle Javier Lasso de la Vega, Encarnación-Las Setas, Sevilla;4 hab.;1400;300 m²;4;0;1;41002;0;17
Ático en calle Juan Sebastián Elcano, 14, Asunción - Adolfo Suárez, Sevilla;3 hab.;550;156 m²;2;1;1;41011;1978;2
Ático en calle Muro de los Navarros, 27, Puerta Carmona-Puerta Osario-Amador de los Ríos, Sevilla;2 hab.;340;130 m²;2;0;1;41003;0;44
Ático en calle Pedro Pérez Fernández, Ramón de Carranza - Madre Rafols, Sevilla;3 hab.;315;90 m²;1;0;1;41011;1974;2
Ático en calle Torneo, San Vicente, Sevilla;4 hab.;600;142 m²;2;1;1;41002;0;17
Ático en camino de la Ermita de Valme, Bellavista, Sevilla;3 hab.;85;65 m²;1;1;0;41014;0;3
Ático en Felipe II - Bueno Monreal, Sevilla;6 hab.;580;344 m²;2;1;1;41013;0;3
Ático en glorieta de Letonia, Los Bermejales, Sevilla;2 hab.;390;103 m²;2;1;1;41012;2009;3
Ático en López de Gomara, Sevilla;1 hab.;215;62 m²;1;0;1;41010;0;5
Ático en marmoles, Santa Cruz - Alfalfa, Sevilla;1 hab.;195;42 m²;1;0;1;41004;0;53
Ático en Marqués de Paradas, Arenal - Museo, Sevilla;4 hab.;750;180 m²;2;0;1;41001;1980;48
Ático en Nervión, Sevilla;3 hab.;368;125 m²;2;1;1;41005;1986;2
Ático en Parlamento - Torneo, Sevilla;4 hab.;650;143 m²;2;1;0;41009;0;2
Ático en Ramon Carande, Prado de San Sebastián - Ramón Carande, Sevilla;4 hab.;1500;155 m²;2;1;1;41004;2010;53
Ático en Ramón de Carranza - Madre Rafols, Sevilla;3 hab.;315;90 m²;1;0;1;41011;0;2
Ático en Ronda de Triana-Patrocinio-Turruñuelo, Sevilla;2 hab.;295;68 m²;1;0;1;41010;0;5
Ático en San Vicente, Sevilla;1 hab.;380;127 m²;2;0;1;41002;1998;17
Ático en San Vicente, Sevilla;2 hab.;380;130 m²;2;0;1;41002;1998;17
Ático en Santa Cruz - Alfalfa, Sevilla;3 hab.;740;120 m²;2;1;1;41004;0;53
Ático en Villegas - Los Principes, Sevilla;4 hab.;349;151 m²;2;0;1;41008;0;1
Casa o chalet independiente en Alameda, Sevilla;6 hab.;849;375 m²;4;0;1;41002;1990;17
Casa o chalet independiente en Alfonso XII, 32, Plaza de la Gavidia-San Lorenzo, Sevilla;10 hab.;950;483 m²;4;0;1;41002;1950;17
Casa o chalet independiente en Arenal - Museo, Sevilla;6 hab.;1800;401 m²;5;1;1;41001;0;48
Casa o chalet independiente en Arenal - Museo, Sevilla;5 hab.;1300;300 m²;5;1;1;41001;2005;48
Casa o chalet independiente en Arenal - Museo, Sevilla;4 hab.;1200;245 m²;4;0;1;41001;0;48
Casa o chalet independiente en Arenal - Museo, Sevilla;6 hab.;715;225 m²;4;1;1;41001;2013;48
Casa o chalet independiente en Arenal - Museo, Sevilla;8 hab.;715;280 m²;3;1;1;41001;0;48
Casa o chalet independiente en Arfe, 14, Arenal - Museo, Sevilla;4 hab.;497;170 m²;4;0;1;41001;1928;48
Casa o chalet independiente en avenida de la Palmera, Reina Mercedes - Heliópolis, Sevilla;16 hab.;2250;907 m²;4;0;0;41012;1956;3
Casa o chalet independiente en avenida de la Salud, 6, Bellavista, Sevilla;3 hab.;275;140 m²;1;1;0;41014;0;3
Casa o chalet independiente en Avenida de las Ciencias, Sevilla;5 hab.;600;225 m²;3;1;0;41020;1994;6
Casa o chalet independiente en avenida Manuel Siurot, 34, La Palmera - Manuel Siurot, Sevilla;6 hab.;775;324 m²;3;1;0;41013;1936;3
Casa o chalet independiente en avenida Padre García Tejero, Reina Mercedes - Heliópolis, Sevilla;7 hab.;1910,4;662 m²;4;0;0;41012;0;3
Casa o chalet independiente en avenida Padre García Tejero, Reina Mercedes - Heliópolis, Sevilla;7 hab.;1910,4;662 m²;4;1;1;41012;1980;3
Casa o chalet independiente en calle Alejandro Collantes, Gran Plaza - Marqués de Pickman - Ciudad Jardín, Sevilla;6 hab.;570;528 m²;4;0;1;41005;0;2
Casa o chalet independiente en calle Alfarería, Calle Betis - Pagés del Corro, Sevilla;5 hab.;365;210 m²;4;0;1;41010;0;5
Casa o chalet independiente en calle Arcabuz, San Jerónimo, Sevilla;6 hab.;136;120 m²;2;0;0;41015;1968;0
Casa o chalet independiente en calle Canalejas, Arenal - Museo, Sevilla;5 hab.;1350;300 m²;5;1;1;41001;0;48
Casa o chalet independiente en calle Chaves Rey, Reina Mercedes - Heliópolis, Sevilla;15 hab.;1800;939 m²;4;1;0;41012;1970;3
Casa o chalet independiente en calle Cristo del Buen Viaje, Puerta de la Carne - Judería, Sevilla;3 hab.;649;225 m²;2;0;1;41004;1900;53
Casa o chalet independiente en calle Doctor Fleming, Reina Mercedes - Heliópolis, Sevilla;7 hab.;645;288 m²;3;1;1;41012;1929;3
Casa o chalet independiente en calle Doctor Fleming, Reina Mercedes - Heliópolis, Sevilla;7 hab.;645;380 m²;4;1;1;41012;0;3
Casa o chalet independiente en calle doctor fleming, Reina Mercedes - Heliópolis, Sevilla;6 hab.;645;325 m²;4;0;0;41012;0;3
Casa o chalet independiente en calle Doctor Miguel Ríos Sarmiento, Avenida de las Ciencias, Sevilla;5 hab.;668,115;300 m²;4;1;0;41020;1989;6
Casa o chalet independiente en calle Dulce Chacón, Bami - Pineda, Sevilla;4 hab.;730;395 m²;3;0;1;41013;1992;3
Casa o chalet independiente en calle el Pino de Santa Clara, Santa Clara, Sevilla;5 hab.;945;321 m²;4;1;1;41007;2001;3
Casa o chalet independiente en calle Faustino Álvarez, Alameda, Sevilla;5 hab.;750;329 m²;3;1;1;41002;0;17
Casa o chalet independiente en calle Gravina, Arenal - Museo, Sevilla;7 hab.;1500;597 m²;5;0;1;41001;0;48
Casa o chalet independiente en calle Gravina, Arenal - Museo, Sevilla;7 hab.;1500;600 m²;5;0;1;41001;0;48
Casa o chalet independiente en calle Infantes, s/n, Feria, Sevilla;10 hab.;715;393 m²;3;0;0;41003;0;44
Casa o chalet independiente en calle Juan de Ledesma, Cerro del Águila, Sevilla;3 hab.;104;104 m²;1;0;0;41006;1958;1
Casa o chalet independiente en calle Lima, Reina Mercedes - Heliópolis, Sevilla;8 hab.;775;317 m²;4;1;1;41012;1929;3
Casa o chalet independiente en calle Miguel del Cid, Plaza de la Gavidia-San Lorenzo, Sevilla;7 hab.;930;480 m²;3;1;1;41002;0;17
Casa o chalet independiente en calle Milán, Los Bermejales, Sevilla;7 hab.;680;197 m²;3;1;1;41012;2000;3
Casa o chalet independiente en calle Pascual de Gayangos, Plaza de la Gavidia-San Lorenzo, Sevilla;5 hab.;997;373 m²;4;0;1;41002;0;17
Casa o chalet independiente en calle pascual de gayangos, Plaza de la Gavidia-San Lorenzo, Sevilla;5 hab.;995;373 m²;4;0;1;41002;1990;17
Casa o chalet independiente en calle Periodista Ramón Resa, Reina Mercedes - Heliópolis, Sevilla;4 hab.;1200;408 m²;3;1;1;41012;1960;3
Casa o chalet independiente en calle Perú, Reina Mercedes - Heliópolis, Sevilla;5 hab.;750;320 m²;3;1;1;41012;0;3
Casa o chalet independiente en calle Redes, San Vicente, Sevilla;14 hab.;2000;496 m²;4;0;1;41002;0;17
Casa o chalet independiente en calle Teodosio, Sevilla, Plaza de la Gavidia-San Lorenzo, Sevilla;7 hab.;900;403 m²;3;1;1;41002;0;17
Casa o chalet independiente en calle Teodosio, Sevilla, San Vicente, Sevilla;6 hab.;850;403 m²;3;1;1;41002;1950;17
Casa o chalet independiente en calle Toro, 11, Pino Montano, Sevilla;4 hab.;169;378 m²;2;0;0;41015;0;0
Casa o chalet independiente en calle Torrijiano, 6, Parlamento - Torneo, Sevilla;4 hab.;532;154 m²;3;1;1;41009;2010;2
Casa o chalet independiente en calle Trajano, Plaza de la Gavidia-San Lorenzo, Sevilla;6 hab.;800;280 m²;2;0;1;41002;0;17
Casa o chalet independiente en calle Ulises, Avenida de las Ciencias, Sevilla;6 hab.;469;260 m²;3;1;1;41020;1999;6
Casa o chalet independiente en calle Uruguay, Reina Mercedes - Heliópolis, Sevilla;6 hab.;730;290 m²;4;1;0;41012;1929;3
Casa o chalet independiente en Cerro del Águila, Sevilla;4 hab.;91;69 m²;1;0;1;41006;0;1
Casa o chalet independiente en CONDE DE TORREJÓN, Alameda, Sevilla;3 hab.;475;181 m²;2;0;0;41002;1940;17
Casa o chalet independiente en Don Juan, Santa Clara, Sevilla;4 hab.;620;254 m²;2;0;0;41007;1974;3
Casa o chalet independiente en El Porvenir, Sevilla;4 hab.;1350;365 m²;4;1;1;41013;2013;3
Casa o chalet independiente en Feria, Sevilla;2 hab.;679,8;120 m²;1;0;0;41003;0;44
Casa o chalet independiente en Gaspar Perez de Villagran, Santa Clara, Sevilla;4 hab.;470;181 m²;2;1;0;41007;1958;3
Casa o chalet independiente en La Palmera - Manuel Siurot, Sevilla;5 hab.;850;346 m²;4;1;0;41013;1938;3
Casa o chalet independiente en La Palmera - Manuel Siurot, Sevilla;4 hab.;725;200 m²;4;1;1;41013;0;3
Casa o chalet independiente en Los Bermejales, Sevilla;7 hab.;690;330 m²;4;1;1;41012;1993;3
Casa o chalet independiente en Los Carteros - San Diego, Sevilla;3 hab.;125;83 m²;1;0;0;41015;1950;0
Casa o chalet independiente en Luis Montoto - Santa Justa, Sevilla;3 hab.;399;174 m²;2;0;0;41007;1957;3
Casa o chalet independiente en PINOS DE LA ALGABARRA, s/n, Pino Montano, Sevilla;2 hab.;59;50 m²;1;0;0;41015;0;0
Casa o chalet independiente en Plaza de la Gavidia-San Lorenzo, Sevilla;10 hab.;1650;450 m²;5;0;1;41002;0;17
Casa o chalet independiente en Plaza de la Gavidia-San Lorenzo, Sevilla;4 hab.;800;247 m²;3;0;0;41002;1930;17
Casa o chalet independiente en Plaza de la Gavidia-San Lorenzo, Sevilla;8 hab.;745;280 m²;2;0;1;41002;0;17
Casa o chalet independiente en Puerta Carmona-Puerta Osario-Amador de los Ríos, Sevilla;10 hab.;620;454 m²;4;0;1;41003;0;44
Casa o chalet independiente en pureza, 13, Calle Betis - Pagés del Corro, Sevilla;n;400;190 m²;n;0;0;41010;0;5
Casa o chalet independiente en Reina Mercedes - Heliópolis, Sevilla;15 hab.;1800;639 m²;4;1;0;41012;0;3
Casa o chalet independiente en Reina Mercedes - Heliópolis, Sevilla;7 hab.;645;380 m²;4;1;1;41012;0;3
Casa o chalet independiente en Reina Mercedes - Heliópolis, Sevilla;7 hab.;520;300 m²;2;1;1;41012;0;3
Casa o chalet independiente en San Vicente, Sevilla;8 hab.;785;336 m²;4;0;1;41002;1930;17
Casa o chalet independiente en Santa Aurelia, Sevilla;3 hab.;129;163 m²;2;1;1;41006;0;1
Casa o chalet independiente en Santa Clara, Sevilla;6 hab.;1100;465 m²;4;0;0;41007;1960;3
Casa o chalet independiente en Santa Clara, Sevilla;7 hab.;1100;560 m²;5;1;1;41007;0;3
Casa o chalet independiente en Santa Clara, Sevilla;4 hab.;855;404 m²;3;1;1;41007;1996;3
Casa o chalet independiente en Santa Clara, Sevilla;4 hab.;855;404 m²;4;1;1;41007;1959;3
Casa o chalet independiente en Santa Clara, Sevilla;7 hab.;795;420 m²;5;1;1;41007;1982;3
Casa o chalet independiente en Santa Clara, Sevilla;7 hab.;795;420 m²;5;1;1;41007;1982;3
Casa o chalet independiente en Santa Clara, Sevilla;4 hab.;775;441 m²;4;1;1;41007;1978;3
Casa o chalet independiente en Santa Clara, Sevilla;7 hab.;740;437 m²;3;1;0;41007;1981;3
Casa o chalet independiente en Santa Clara, Sevilla;4 hab.;599;259 m²;3;1;0;41007;1981;3
Casa o chalet independiente en Santa Cruz - Alfalfa, Sevilla;9 hab.;1800;680 m²;5;0;1;41004;0;53
Casa o chalet independiente en Santa Genoveva , Tiro de Línea, Tiro de Línea, Sevilla;7 hab.;367;211 m²;2;0;1;41013;1940;3
Casa o chalet independiente en via Nova, Palmete-Padre Pío-Hacienda San Antonio, Sevilla;4 hab.;261;235 m²;2;0;0;41016;2009;1
Chalet adosado en Alameda, Sevilla;5 hab.;850;350 m²;4;0;0;41002;0;17
Chalet adosado en Alameda, Sevilla;4 hab.;600;195 m²;2;1;1;41002;1980;17
Chalet adosado en Alameda, Sevilla;4 hab.;600;195 m²;2;1;1;41002;1968;17
Chalet adosado en Alameda, Sevilla;3 hab.;600;140 m²;3;0;1;41002;1963;17
Chalet adosado en Alcalde L. Uruñuela - Palacio de Congresos, Sevilla;5 hab.;318;220 m²;2;1;0;41020;1992;6
Chalet adosado en Alcalde L. Uruñuela - Palacio de Congresos, Sevilla;4 hab.;286;125 m²;3;1;1;41020;1990;6
Chalet adosado en Alcalde L. Uruñuela - Palacio de Congresos, Sevilla;4 hab.;259,417;114 m²;2;1;1;41020;1988;6
Chalet adosado en alfareria, Calle Betis - Pagés del Corro, Sevilla;5 hab.;299;105 m²;2;0;1;41010;1910;5
Chalet adosado en Andujar, Cerro del Águila, Sevilla;3 hab.;185;128 m²;2;0;1;41006;0;1
Chalet adosado en Arenal - Museo, Sevilla;6 hab.;1200;279 m²;4;0;1;41001;1985;48
Chalet adosado en Arenal - Museo, Sevilla;8 hab.;995;267 m²;3;0;1;41001;1985;48
Chalet adosado en Arenal - Museo, Sevilla;6 hab.;850;270 m²;4;0;1;41001;0;48
Chalet adosado en Arenal - Museo, Sevilla;9 hab.;629;300 m²;5;0;0;41001;1940;48
Chalet adosado en avenida Aeródromo de Tablada, 24, Tablada, Sevilla;3 hab.;275;100 m²;1;0;1;41011;1958;2
Chalet adosado en Avenida de las Ciencias, Sevilla;4 hab.;269,624;115 m²;2;1;0;41020;1997;6
Chalet adosado en Avenida de las Ciencias, Sevilla;4 hab.;243,915;115 m²;2;1;1;41020;1995;6
Chalet adosado en avenida la Cruz Roja, Cruz Roja - Capuchinos, Sevilla;8 hab.;475;362 m²;6;0;0;41009;1947;2
Chalet adosado en Barco, Alameda, Sevilla;3 hab.;600;95 m²;3;0;0;41002;0;17
Chalet adosado en Barriada Juan XXIII, Juan XXIII, Sevilla;3 hab.;94,05;83 m²;1;0;0;41006;1965;1
Chalet adosado en Barriada Juan XXIII, Juan XXIII, Sevilla;3 hab.;147,26;154 m²;2;0;0;41006;1965;1
Chalet adosado en Bellavista, Sevilla;4 hab.;74,5;109 m²;2;0;1;41014;1950;3
Chalet adosado en Bellavista, Sevilla;3 hab.;260;110 m²;2;1;0;41014;2008;3
Chalet adosado en Bellavista, Sevilla;3 hab.;214,5;125 m²;3;0;1;41014;2003;3
Chalet adosado en C/Ingeniero la Cierva, 92, La Plata, Sevilla;3 hab.;115;130 m²;1;0;1;41006;1952;1
Chalet adosado en calle Agustín Moreto, Luis Montoto - Santa Justa, Sevilla;4 hab.;339;135 m²;1;0;1;41007;1960;3
Chalet adosado en calle Agustín Moreto, Luis Montoto - Santa Justa, Sevilla;3 hab.;297;124 m²;2;0;0;41007;1960;3
Chalet adosado en calle Ajedrez, 11, Avenida de las Ciencias, Sevilla;6 hab.;270;134 m²;3;1;1;41020;1989;6
Chalet adosado en calle Alfarería, Calle Betis - Pagés del Corro, Sevilla;3 hab.;380;208 m²;2;0;1;41010;1959;5
Chalet adosado en calle Almadraba, Alcalde L. Uruñuela - Palacio de Congresos, Sevilla;4 hab.;317;220 m²;3;1;1;41020;1992;6
Chalet adosado en calle Almenas, Sevilla, 14, Bellavista, Sevilla;5 hab.;92,26;138 m²;2;0;1;41014;1970;3
Chalet adosado en calle Antillano Campos, Calle Betis - Pagés del Corro, Sevilla;6 hab.;1150;400 m²;5;0;1;41010;1930;5
Chalet adosado en calle Antón Ruiz, Amate, Sevilla;3 hab.;119,99;105 m²;1;0;0;41006;1949;1
Chalet adosado en calle Autogiro, Avenida de las Ciencias, Sevilla;4 hab.;247,5;200 m²;2;1;1;41020;1988;6
Chalet adosado en calle Azimut, Avenida de las Ciencias, Sevilla;4 hab.;259;130 m²;2;1;1;41020;0;6
Chalet adosado en calle Beatriz de Ahumada, Amate, Sevilla;2 hab.;54,84;51 m²;1;0;0;41006;1957;1
Chalet adosado en Calle Betis - Pagés del Corro, Sevilla;7 hab.;1500;387 m²;5;0;1;41010;1990;5
Chalet adosado en Calle Betis - Pagés del Corro, Sevilla;5 hab.;1150;395 m²;5;0;0;41010;1930;5
Chalet adosado en Calle Betis - Pagés del Corro, Sevilla;4 hab.;420;210 m²;3;0;1;41010;0;5
Chalet adosado en calle Betis, Calle Betis - Pagés del Corro, Sevilla;12 hab.;4000;800 m²;7;1;1;41010;1998;5
Chalet adosado en calle Bormujos, s/n, Torreblanca, Sevilla;3 hab.;57;172 m²;1;0;0;41016;1970;1
Chalet adosado en calle Castilla, Calle Betis - Pagés del Corro, Sevilla;5 hab.;625;338 m²;3;0;0;41010;1950;5
Chalet adosado en calle Conde de Gálvez, 3, La Palmera - Manuel Siurot, Sevilla;15 hab.;2500;964 m²;9;1;1;41013;0;3
Chalet adosado en calle Cristo de la Sed, 71, Gran Plaza - Marqués de Pickman - Ciudad Jardín, Sevilla;1 hab.;285;155 m²;2;1;1;41005;1999;2
Chalet adosado en calle Demófilo, Avenida de las Ciencias, Sevilla;4 hab.;269;140 m²;2;1;1;41020;1997;6
Chalet adosado en calle Diego Gálvez, Amate, Sevilla;3 hab.;128;135 m²;2;0;1;41006;1949;1
Chalet adosado en calle Doctor Miguel Ríos Sarmiento, Sevilla, Avenida de las Ciencias, Sevilla;5 hab.;640;300 m²;3;1;1;41020;0;6
Chalet adosado en calle Enamorados, 34, Bellavista, Sevilla;3 hab.;72,5;130 m²;1;1;1;41014;1972;3
Chalet adosado en calle Esturión, San Jerónimo, Sevilla;4 hab.;150;120 m²;2;1;0;41015;1996;0
Chalet adosado en calle Esturión, San Jerónimo, Sevilla;4 hab.;150;120 m²;2;1;0;41015;1996;0
Chalet adosado en calle Eufrates, Alcalde L. Uruñuela - Palacio de Congresos, Sevilla;5 hab.;360;225 m²;3;1;1;41020;1992;6
Chalet adosado en calle Fernando Zóbel, Alcalde L. Uruñuela - Palacio de Congresos, Sevilla;5 hab.;376;238 m²;3;1;1;41020;1990;6
Chalet adosado en calle Fuselaje, Avenida de las Ciencias, Sevilla;4 hab.;227;132 m²;2;1;1;41020;1988;6
Chalet adosado en calle Galera, Sevilla, Arenal - Museo, Sevilla;4 hab.;995;171 m²;4;0;0;41001;1900;48
Chalet adosado en calle Gozos, Alcalde L. Uruñuela - Palacio de Congresos, Sevilla;5 hab.;285;245 m²;2;1;1;41020;1992;6
Chalet adosado en calle Hidroavión, 37, Avenida de las Ciencias, Sevilla;3 hab.;339;175 m²;2;0;1;41020;1988;6
Chalet adosado en calle Igualdad, Palmete-Padre Pío-Hacienda San Antonio, Sevilla;3 hab.;105;114 m²;2;1;1;41006;2001;1
Chalet adosado en calle Juan de Ledesma, 61, Cerro del Águila, Sevilla;2 hab.;100,4;104 m²;1;0;0;41006;1958;1
Chalet adosado en calle Juan de Ledesma, Cerro del Águila, Sevilla;3 hab.;123;104 m²;1;0;0;41006;1958;1
Chalet adosado en calle Juan de Mariana, Gran Plaza - Marqués de Pickman - Ciudad Jardín, Sevilla;4 hab.;285;127 m²;2;0;1;41005;1950;2
Chalet adosado en calle Juan Rabadán, San Vicente, Sevilla;3 hab.;825;222 m²;3;0;1;41002;0;17
Chalet adosado en calle la Moraleja, s/n, Alcalde L. Uruñuela - Palacio de Congresos, Sevilla;5 hab.;279;210 m²;3;1;1;41020;0;6
Chalet adosado en calle Laertes, Avenida de las Ciencias, Sevilla;4 hab.;247,536;130 m²;2;1;1;41020;1995;6
Chalet adosado en calle las Melias, Palmete-Padre Pío-Hacienda San Antonio, Sevilla;4 hab.;182,26;123 m²;3;0;0;41016;2005;1
Chalet adosado en calle Lira, 13, San Julián, Sevilla;3 hab.;490;130 m²;3;1;1;41003;2003;44
Chalet adosado en calle Lucena, Rochelambert, Sevilla;3 hab.;125,99;168 m²;2;0;0;41006;1963;1
Chalet adosado en calle Manuel Gonzalo Mateu, 54, Bellavista, Sevilla;7 hab.;158;194 m²;2;0;1;41014;1978;3
Chalet adosado en calle María Auxiliadora, 3, Puerta Carmona-Puerta Osario-Amador de los Ríos, Sevilla;10 hab.;620;454 m²;3;0;0;41003;1920;44
Chalet adosado en calle María Auxiliadora, Sevilla, Puerta Carmona-Puerta Osario-Amador de los Ríos, Sevilla;10 hab.;620;449 m²;3;0;0;41003;1920;44
Chalet adosado en calle Mayas, Santa Clara, Sevilla;6 hab.;375;160 m²;3;1;1;41007;1987;3
Chalet adosado en calle Minerva, Bellavista, Sevilla;3 hab.;127,26;93 m²;1;0;1;41014;1965;3
Chalet adosado en calle Palacios Malaver, Feria, Sevilla;5 hab.;560;210 m²;4;0;0;41003;0;44
Chalet adosado en calle Pascual de Gayangos, 48, San Vicente, Sevilla;5 hab.;600;203 m²;2;0;1;41002;1955;17
Chalet adosado en calle Senserina, Alcalde L. Uruñuela - Palacio de Congresos, Sevilla;4 hab.;257;160 m²;2;1;1;41020;1988;6
Chalet adosado en calle Tenis, Avenida de las Ciencias, Sevilla;4 hab.;240;112 m²;3;1;0;41020;1989;6
Chalet adosado en calle Tomás de Ibarra, Arenal - Museo, Sevilla;5 hab.;829;230 m²;3;0;1;41001;0;48
Chalet adosado en calle Tomás Pérez, Cerro del Águila, Sevilla;3 hab.;244,5;229 m²;1;0;0;41006;1968;1
Chalet adosado en calle VIRGEN DE LOURDES, 9, La Plata, Sevilla;3 hab.;99;213 m²;2;1;1;41006;1948;1
Chalet adosado en calle Virgen del Pino, López de Gomara, Sevilla;2 hab.;259,9;88 m²;2;0;0;41010;1967;5
Chalet adosado en calle Zumaque, Alcalde L. Uruñuela - Palacio de Congresos, Sevilla;4 hab.;245;160 m²;2;1;1;41020;1988;6
Chalet adosado en Cerro del Águila, Sevilla;4 hab.;80;100 m²;1;0;1;41006;0;1
Chalet adosado en Cerro del Águila, Sevilla;3 hab.;229;162 m²;2;1;0;41006;0;1
Chalet adosado en churruca, Feria, Sevilla;10 hab.;715;393 m²;3;0;0;41003;1970;44
Chalet adosado en Cruz Roja - Capuchinos, Sevilla;5 hab.;710;385 m²;4;1;0;41008;2008;1
Chalet adosado en Cruz Roja - Capuchinos, Sevilla;5 hab.;382;250 m²;1;0;1;41008;1954;1
Chalet adosado en dionisio alcala galeano, Parlamento - Torneo, Sevilla;3 hab.;264;150 m²;1;1;1;41009;2005;2
Chalet adosado en Encarnación-Las Setas, Sevilla;4 hab.;2450;700 m²;3;1;1;41003;2009;44
Chalet adosado en Encarnación-Las Setas, Sevilla;9 hab.;1200;350 m²;0;0;0;41003;1980;44
Chalet adosado en Encarnación-Las Setas, Sevilla;8 hab.;1185;393 m²;4;1;0;41003;2001;44
Chalet adosado en Encarnación-Las Setas, Sevilla;7 hab.;895;315 m²;4;1;1;41003;1998;44
Chalet adosado en Feria, Alameda, Sevilla;5 hab.;350;252 m²;3;0;1;41002;1930;17
Chalet adosado en Feria, Sevilla;4 hab.;1100;332 m²;3;1;1;41002;2006;17
Chalet adosado en Goya, Nervión, Sevilla;3 hab.;504;165 m²;2;0;1;41005;1960;2
Chalet adosado en Gran Plaza - Marqués de Pickman - Ciudad Jardín, Sevilla;5 hab.;1090;560 m²;3;1;1;41005;2011;2
Chalet adosado en Gran Plaza - Marqués de Pickman - Ciudad Jardín, Sevilla;6 hab.;1090;500 m²;4;1;1;41005;2012;2
Chalet adosado en Gran Plaza - Marqués de Pickman - Ciudad Jardín, Sevilla;4 hab.;285;127 m²;3;0;1;41005;1950;2
Chalet adosado en JARDIN DE LA PRIMAVERA, 32, Bellavista, Sevilla;4 hab.;233,2;125 m²;3;1;1;41014;2003;3
Chalet adosado en Juan de Ledesma, Cerro del Águila, Sevilla;n;100,4;104 m²;1;0;0;41006;1958;1
Chalet adosado en Juan Pablos, Felipe II - Bueno Monreal, Sevilla;3 hab.;1325;513 m²;n;0;0;41013;1940;3
Chalet adosado en LOBO, Pino Montano, Sevilla;4 hab.;239,5;277 m²;1;1;1;41015;1970;0
Chalet adosado en londres, Los Bermejales, Sevilla;4 hab.;495;196 m²;3;1;1;41012;0;3
Chalet adosado en López de Gomara, Sevilla;9 hab.;1500;600 m²;6;1;1;41010;1995;5
Chalet adosado en López de Gomara, Sevilla;5 hab.;395;270 m²;2;0;0;41010;1970;5
Chalet adosado en López de Gomara, Sevilla;5 hab.;350;135 m²;2;0;0;41010;1962;5
Chalet adosado en Luis Montoto - Santa Justa, Sevilla;4 hab.;290;160 m²;2;0;1;41007;0;3
Chalet adosado en MIGUEL ANGEL, Bellavista, Sevilla;3 hab.;50;58 m²;1;0;0;41014;1958;3
Chalet adosado en Moratin, Arenal - Museo, Sevilla;6 hab.;865;410 m²;4;1;1;41001;0;48
Chalet adosado en Nervión, Sevilla;5 hab.;1300;368 m²;4;1;1;41005;2015;2
Chalet adosado en Nervión, Sevilla;5 hab.;1150;450 m²;4;1;1;41005;2007;2
Chalet adosado en Nervión, Sevilla;n;880;400 m²;n;1;1;41005;0;2
Chalet adosado en Palmete-Padre Pío-Hacienda San Antonio, Sevilla;3 hab.;150;169 m²;2;0;0;41016;0;1
Chalet adosado en Palmete-Padre Pío-Hacienda San Antonio, Sevilla;5 hab.;350;350 m²;3;1;1;41016;1999;1
Chalet adosado en Palmete-Padre Pío-Hacienda San Antonio, Sevilla;3 hab.;253,954;235 m²;3;1;0;41016;0;1
Chalet adosado en Palmete-Padre Pío-Hacienda San Antonio, Sevilla;3 hab.;189;110 m²;2;0;1;41016;2004;1
Chalet adosado en Palmete-Padre Pío-Hacienda San Antonio, Sevilla;3 hab.;180;168 m²;2;1;0;41016;0;1
Chalet adosado en Palmete-Padre Pío-Hacienda San Antonio, Sevilla;3 hab.;150;169 m²;2;0;0;41016;0;1
Chalet adosado en Pio Xii, Sevilla;6 hab.;430;220 m²;2;1;1;41008;0;1
Chalet adosado en Plaza de la Gavidia-San Lorenzo, Sevilla;11 hab.;995;444 m²;3;0;1;41002;1930;17
Chalet adosado en Plaza de la Gavidia-San Lorenzo, Sevilla;7 hab.;930;582 m²;3;1;0;41002;1927;17
